X;Y;OBJECTID;Comunidad_;Provincia;Codigo_in;Termino_M;Identifica;Nombre;Longitud;Grado_ocup;Paseo_mar;Condicione;Zona_fonde;Nudismo;Vegetacio;Bandera_az;Auxilio_y_;Señalizac;Autobus;Aparcamien;Aseos;Lavapies;Duchas
-156.821.000.002.767;277.590.999.989.191;2847;Canarias;Las Palmas;35012;Mogán;2876;Marañuela;279;Alto;1;Aguas tranquilas;0;0;0;0;1;1;1;1;1;1;1
-489.060.000.023.731;365.065.999.989.775;423;Andalucía;Málaga;29069;Marbella;310;El Faro;280;Alto;1;Aguas tranquilas;1;0;0;1;1;1;1;1;1;1;1
322.780.000.015.695;422.511.999.991.922;1065;Cataluña/Catalunya;Girona;17152;Roses;1078;Cala Montjoi;280;Medio;0;Oleaje moderado;1;0,5;1;0;0;1;0;1;0;0;0
29.731.000.002.023;417.536.999.992.553;1073;Cataluña/Catalunya;Girona;17181;Santa Cristina d'Aro;1087;Vallpresona;280;Bajo;0;Oleaje moderado;1;0,5;0;0;0;0;0;0;0;0;0
-529.990.000.040.182;358.958.999.994.605;1206;Ceuta;Ceuta;51001;Ceuta;1232;San Amaro;280;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;0;0; ;0
0.002200000181944;386.304.999.988.102;1236;Comunitat Valenciana;Alicante/Alacant;3018;Altea;1264;Mascarat Norte;280;Medio;0;Oleaje moderado;1;Tolerado;1;0;0;1;1;1;0;0;0
0.146099999956021;386.874.999.988.091;1358;Comunitat Valenciana;Alicante/Alacant;3128;Teulada;1380;El Portet;280;Alto;1;Aguas tranquilas;1;0;0;1;1;1;0;1;1;1;0
-83.481.000.000.779;433.475.999.992.211;1764;Galicia;A Coruña;15058;Oleiros;1790;Santa Cruz;280;Medio;1;Aguas tranquilas / Oleaje moderado;1;0;0;0;1;1;1;1;1;1;1
-901.219.999.975.619;427.096.999.988.989;1806;Galicia;A Coruña;15071;Porto do Son;1836;Arnela;280;Medio;0;Oleaje moderado / Ventosa;0;0;0;0;0;0;1;0;0;0;1
-829.519.999.974.522;433.842.999.989.731;1857;Galicia;A Coruña;15075;Sada;1885;Cirro;280;Alto;0;Aguas tranquilas;0;0;0;0;1;1;1;1;1;1;1
-137.852.999.997.079;288.405.999.995.824;3056;Canarias;Las Palmas;35034;Yaiza;3092;Caleta del Congrio;280;Alto;0;Aguas tranquilas;0;1;0;0;0;0;0;1;0;0;0
-745.629.999.998.307;436.987.999.988.653;3269;Galicia;Lugo;27013;Cervo;202712;Lieiro;280;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;1;1
-134.278.999.997.934;291.597.999.995.485;3340;Canarias;Las Palmas;35010;Haría;203510;Los Bonacibles;280;Bajo;0;Oleaje moderado;0;1;0;0;0;0;1;0;0;0;0
-167.109.000.000.241;280.461.999.992.184;3395;Canarias;Santa Cruz de Tenerife;38006;Arona;203824;Playa de Los Tarajales;280;Medio;1;Aguas tranquilas;1;0;1;0;0;0;1;1;0;0;0
-156.120.999.998.772;277.451.999.994.956;2882;Canarias;Las Palmas;35019;San Bartolomé de Tirajana;2917;Las Meloneras;283;Alto;1;Aguas tranquilas;0;0;0;1;1;1;1;1;1;1;0
-157.137.999.997.544;277.845.999.995.044;2854;Canarias;Las Palmas;35012;Mogán;2883;Puerto Rico;284;Alto;1;Aguas tranquilas;0;0;0;0;1;1;1;1;1;1;1
180.389.999.962.284;412.330.999.992.526;927;Cataluña/Catalunya;Barcelona;8270;Sitges;934;La Bassa Rodona;285;Alto;0;Aguas tranquilas;1;0;0;0;1;1;1;1;1; ;1
-161.080.000.027.126;373.889.999.987.713;2631;"Murcia; Región de";Murcia;30003;Águilas;2639;Matalentisco;285;Alto;0;Aguas tranquilas;0;0;1;1;1;1;1;1;0;0;0
-0.729000000105121;379.136.999.993.084;1250;Comunitat Valenciana;Alicante/Alacant;3099;Orihuela;1349;La Caleta;287;Alto;1;Aguas tranquilas;0;0;1;1;1;1;1;1;1;1;0
-167.361.999.998.708;280.820.999.990.398;628;Canarias;Santa Cruz de Tenerife;38001;Adeje;625;Torviscas;290;Alto;1;Aguas tranquilas;0;0;1;1;1;1;1;1;1;1;1
129.549.999.979.621;388.771.999.989.668;2277;Illes Balears;Illes Balears;7048;Sant Josep de sa Talaia;2274;Sa Caixota;290;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;0;0;0;0;0
-138.149.999.972.235;375.298.999.993.829;2707;"Murcia; Región de";Murcia;30026;Mazarrón;2726;Percheles;290;Alto;0;Aguas tranquilas;0;0;1;1;1;1;0;1;0;0;0
-153.861.000.000.504;278.710.999.990.088;2811;Canarias;Las Palmas;35002;Agüimes;2838;El Cabrón;290;Medio;0;Ventosa / Aguas tranquilas;0;0;0;0;1; ;1;0;0;0;0
-15.660.199.999.813;277.567.999.993.731;2888;Canarias;Las Palmas;35019;San Bartolomé de Tirajana;2923;Llanillo;290;Medio;0;Oleaje moderado;0;1;0;0;0;0;1;1;0;0;0
-140.048.000.003.446;287.110.999.994.042;2935;Canarias;Las Palmas;35014;La Oliva;2966;Los Charcos II;290;Bajo;0;Ventosa / Aguas tranquilas;0;1;0;0;0;0;0;0;0;0;0
-727.909.999.970.071;435.878.999.987.416;1887;Galicia;Lugo;27019;Foz;1923;Peizás;295;Medio;1;Oleaje moderado;0;0;1;1;1;1;1;1;1;1;1
239.999.999.996.535;415.051.999.992.711;793;Cataluña/Catalunya;Barcelona;8219;Vilassar de Mar;955;L'Almadrava;296;Medio;0;Aguas tranquilas;0;0;0;0;1;1;1;1;1;1;1
-182.989.999.997.656;371.329.999.993.602;3544;Andalucía;Almería;4064;Mojácar;400408;Piedra de Villazar;298;Alto;0;Oleaje moderado;0;0;0;1;0;0;1;1;0;0;1
-214.619.999.963.597;367.305.999.994.321;150;Andalucía;Almería;4066;Níjar;73;Cala de Mónsul;300;Alto;0;Aguas tranquilas;0;0;1;0;0;0;1;1;0;0;0
-403.060.000.007.754;434.356.999.993.297;209;Cantabria;Cantabria;39044;Miengo;818;Cuchía;300;Medio;0;Oleaje moderado;0;0;1;0;1;1;1;1;0;1;1
-319.979.999.963.784;367.503.999.993.804;276;Andalucía;Granada;18006;Albuñol;184;Cala Chilches;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-322.310.000.021.739;36.749.699.999.365;278;Andalucía;Granada;18006;Albuñol;186;El Gaiterillo;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-403.500.000.044.143;434.280.999.991.722;338;Cantabria;Cantabria;39085;Suances;857;La Riberuca;300;Bajo;0;Aguas tranquilas;0;0;1;0;1;0;1;0;0;0;1
-347.390.000.029.867;366.962.999.993.277;353;Andalucía;Granada;18720;Torrenueva Costa;215;La Joya;300;Bajo;0;Oleaje moderado;0;1;1;0;0;1;1;0;0;0;0
-433.529.999.967.589;367.129.999.993.376;410;Andalucía;Málaga;29067;Málaga;296;Peñón del Cuervo;300;Alto;1;Oleaje moderado;0;0;1;0;1;1;1;1;0;1;1
-484.359.999.994.341;365.034.999.987.815;435;Andalucía;Málaga;29069;Marbella;327;Río Real;300;Alto;1;Oleaje moderado;1;0;1;0;1;1;1;1;1;1;1
-388.350.000.003.882;367.416.999.992.662;451;Andalucía;Málaga;29075;Nerja;345;La Torrecilla;300;Alto;1;Oleaje moderado;1;0;0;0;0;1;1;1;1;1;1
-383.399.999.998.734;367.537.999.990.956;453;Andalucía;Málaga;29075;Nerja;347;Maro;300;Medio;0;Oleaje moderado;1;0;1;0;1;1;1;1;1;1;1
-393.159.999.997.455;3.673.609.999.894;469;Andalucía;Málaga;29091;Torrox;362;Mazagarrobo;300;Bajo;0;Oleaje moderado;1;0;1;0;0;0;1;1;0;0;0
-597.999.999.960.677;43.576.899.999.043;499;"Asturias; Principado de";Asturias;33016;Castrillón;384;Arnao;300;Alto;1;Oleaje moderado / fuerte;0;0;1;1;1;1;1;1;1;0;1
-601.639.999.992.227;435.821.999.989.592;501;"Asturias; Principado de";Asturias;33016;Castrillón;386;El Cordial;300;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-599.539.999.998.212;435.710.999.991.444;507;"Asturias; Principado de";Asturias;33016;Castrillón;392;Santa María del Mar;300;Alto;1;Oleaje moderado;0;0;1;1;1;1;1;1;1;0;1
-527.080.000.024.089;435.075.999.991.976;519;"Asturias; Principado de";Asturias;33019;Colunga;404;El Astillero;300;Medio;0;Oleaje moderado;0;0;1;0;1;1;1;1;1; ;1
-622.509.999.966.575;435.843.999.993.359;523;"Asturias; Principado de";Asturias;33021;Cudillero;408;El Castrillón;300;Bajo;0;Oleaje fuerte;0;0;0;0;0;0;0;0;0;0;0
-559.809.999.991.173;435.476.999.993.634;549;"Asturias; Principado de";Asturias;33024;Gijón;436;Estaño;300;Medio;0;Oleaje fuerte;0;0;1;0;1;1;1;1;0;0;1
-483.999.999.964.567;43.440.899.998.877;590;"Asturias; Principado de";Asturias;33036;Llanes;476;Toranda;300;Alto;0;Oleaje fuerte;0;0;1;0;1;1;0;1;1;0;1
-480.999.999.985.946;434.326.999.989.634;591;"Asturias; Principado de";Asturias;33036;Llanes;477;Palombina;300;Alto;1;Aguas tranquilas;0;0;1;0;1;1;0;0;0;0;1
-172.730.000.002.496;280.358.999.989.842;627;Canarias;Santa Cruz de Tenerife;38003;Alajeró;567;La Cantera;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;0;0;0;0;0
-649.379.999.987.999;4.354.909.999.886;654;"Asturias; Principado de";Asturias;33034;Valdés;532;Carretón;300;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;0;0;0;0;0
-172.522.999.998.851;282.028.999.993.974;702;Canarias;Santa Cruz de Tenerife;38050;Vallehermoso;590;Vallehermoso;300;Medio;1;Oleaje fuerte;0;0;1;0;0;0;1;1;0;0;1
-173.356.000.000.371;28.171.799.999.266;704;Canarias;Santa Cruz de Tenerife;38050;Vallehermoso;592;El Trigo;300;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;1;0;0;0;0
-173.343.000.003.787;281.635.999.989.948;705;Canarias;Santa Cruz de Tenerife;38050;Vallehermoso;593;Alojera;300;Medio;1;Oleaje moderado / Ventosa;0;0;0;0;0;0;1;1;0;0;1
-173.197.000.000.695;280.747.999.989.081;707;Canarias;Santa Cruz de Tenerife;38050;Vallehermoso;595;Las Arenas;300;Medio;0;Aguas tranquilas;0;0;0;0;0;0;1;0;0;0;0
-167.913.999.999.445;283.731.999.993.813;774;Canarias;Santa Cruz de Tenerife;38015;Garachico;673;La Caleta de Interián;300;Medio;1;Oleaje moderado;0;0;1;0;0;0;1;1;0; ;1
-161.864.999.997.725;285.759.999.994.076;783;Canarias;Santa Cruz de Tenerife;38038;Santa Cruz de Tenerife;735;Benijo;300;Medio;0;Oleaje moderado;0;1;0;0;1;1;1;1;0; ;0
-165.876.000.001.572;283.975.999.989.402;811;Canarias;Santa Cruz de Tenerife;38031;Los Realejos;710;Playa Gordejuela;300;Bajo;0;Oleaje fuerte;0;1;1;0;0;0;1;0;0;0;0
-16.192.999.999.861;285.724.999.990.242;835;Canarias;Santa Cruz de Tenerife;38038;Santa Cruz de Tenerife;737;Almaciga;300;Medio;0;Oleaje fuerte;0;0;1;0;1;1;1;1;0; ;0
315.559.999.957.553;424.055.999.988.184;857;Cataluña/Catalunya;Girona;17054;Colera;1008;Dels Morts;300;Alto;0;Oleaje moderado / Ventosa;1;0;0;0;0;0;1;0;1; ;1
-177.588.000.000.037;285.845.999.995.328;888;Canarias;Santa Cruz de Tenerife;38053;Villa de Mazo;783;El Pozo Norte;300;Medio;0;Oleaje moderado / Ventosa;0;0;1;0;0;0;0;1;1; ;1
-178.009.000.003.415;285.173.999.993.572;892;Canarias;Santa Cruz de Tenerife;38014;Fuencaliente de la Palma;787;Los Roquitos;300;Medio;0;Oleaje moderado / Ventosa;0;0;0;0;0;0;1;0;0; ;0
-177.964.999.999.776;285.203.999.988.652;893;Canarias;Santa Cruz de Tenerife;38053;Villa de Mazo;788;Martín;300;Medio;0;Oleaje moderado / Ventosa;0;0;0;0;0;0;1;0;0; ;0
-177.930.999.996.964;285.288.999.994.339;894;Canarias;Santa Cruz de Tenerife;38053;Villa de Mazo;789;El Poris;300;Medio;0;Oleaje moderado / Ventosa;0;0;0;0;0;0;1;1;0; ;0
-319.409.999.961.555;433.634.999.989.187;900;Cantabria;Cantabria;39020;Castro-Urdiales;801;Dícido;300;Bajo;1;Oleaje fuerte / Ventosa;0;0;0;0;1;1;1;1;1;0;1
-321.139.999.969.891;433.741.999.991.775;902;Cantabria;Cantabria;39020;Castro-Urdiales;803;Brazomar;300;Alto;1;Oleaje moderado;1;0;0;0;1;1;1;1;1;1;1
311.849.999.965.123;421.405.999.987.413;1008;Cataluña/Catalunya;Girona;17062;L'Escala;1024;Sant Martí d'Empúries;300;Alto;1;Oleaje moderado / Ventosa;1;0;1;0;1;1;1;1;1; ;1
314.269.999.985.609;418.568.999.990.836;1036;Cataluña/Catalunya;Girona;17118;Palamós;1057;La Fosca;300;Alto;1;Oleaje moderado;1;0;1;1;1;1;1;1;1;1;1
0.5464999998336;405.729.999.987.565;1083;Cataluña/Catalunya;Tarragona;43004;Alcanar;1108;El Ciment;300;Alto;0;Oleaje moderado;0;0;1;0;0;0;1;1;1; ;1
0.529300000207698;40.550.299.999.007;1094;Cataluña/Catalunya;Tarragona;43004;Alcanar;1118;Les Cases d'Alcanar;300;Alto;1;Oleaje moderado;0;0;0;1;1;1;1;1;1; ;1
-293.810.000.000.253;35.283.999.999.286;1212;Melilla;Melilla;52001;Melilla;1238;Los Cárabos;300;Alto;1;Aguas tranquilas / Oleaje moderado;1;0;0;1;1;1;1;1;1;1;1
-0.759999999974067;378.666.999.993.615;1259;Comunitat Valenciana;Alicante/Alacant;3902;Pilar de la Horadada;1360;El Puerto;300;Alto;1;Aguas tranquilas;0;0;0;1;1;1;1;0;1;1;0
0.102200000367674;386.740.999.994.124;1265;Comunitat Valenciana;Alicante/Alacant;3041;Benissa;1274;El Baladrar;300;Medio;0;Oleaje moderado;0;0;1;0;1;0;1;1;1;0;0
-0.166200000270929;385.244.999.989.426;1326;Comunitat Valenciana;Alicante/Alacant;3069;Finestrat;1324;Finestrat;300;Alto;1;Aguas tranquilas;0;0;1;1;1;1;1;1;1;1;0
0.207200000068568;387.618.999.990.754;1341;Comunitat Valenciana;Alicante/Alacant;3082;Jávea/Xàbia;1339;Primera y Segunda Caletas;300;Alto;1;Aguas tranquilas;1;0;1;0;0;1;1;1;0;0;0
0.27269999964674;402.300.999.988.933;1384;Comunitat Valenciana;Castellón/Castelló;12004;Alcalà de Xivert;1412;El Moro;300;Alto;0;Aguas tranquilas;0;0;1;1;1;1;1;1;1;1;1
0.454100000276437;404.433.999.993.151;1429;Comunitat Valenciana;Castellón/Castelló;12138;Vinaròs;1473;Playa D'Aiguaoliva;300;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;1;0; ;0
0.481899999880705;40.473.499.998.755;1434;Comunitat Valenciana;Castellón/Castelló;12138;Vinaròs;1478;Playa de Fora del Forat;300;Alto;1;Oleaje moderado;0;0;1;1;1;1;1;1;1; ;1
-854.390.000.010.194;433.124.999.990.965;1461;Galicia;A Coruña;15005;Arteixo;1579;Combouzas;300;Alto;1;Oleaje moderado / Ventosa;0;1;1;1;1;1;1;0;1;1;1
-91.219.999.998.541;42.847.799.998.883;1471;Galicia;A Coruña;15020;Carnota;1649;Caldebarcos;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;1;1
-909.059.999.995.209;431.799.999.990.115;1498;Galicia;A Coruña;15016;Camariñas;1617;Camelle;300;Bajo;1;Aguas tranquilas / Ventosa;0;0;0;0;0;0;0;1;1;0;1
-865.840.000.013.941;433.018.999.988.628;1513;Galicia;A Coruña;15019;Carballo;1632;Pedra do Sal;300;Medio;1;Oleaje moderado / Oleaje fuerte;0;0;1;1;0;0;1;1;0; ;1
-0.227300000383476;391.809.999.993.951;1536;Comunitat Valenciana;Valencia/València;46105;Cullera;1495;Cap Blanc;300;Alto;0;Aguas tranquilas;0;0;1;1;1;1;1;1;1;1;0
-0.288500000055147;395.579.999.992.186;1551;Comunitat Valenciana;Valencia/València;46164;Massamagrell;1510;Massamagrell;300;Medio;0;Aguas tranquilas;0;0;1;0;0;1;0;0;0;1;0
-914.270.000.021.864;428.818.999.990.055;1611;Galicia;A Coruña;15020;Carnota;1642;Quilmas;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;1;1
-922.269.999.964.856;43.087.199.999.251;1652;Galicia;A Coruña;15052;Muxía;1771;Lourido;300;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
-713.479.999.989.358;435.551.999.993.036;1661;Galicia;Lugo;27051;Ribadeo;1906;Os Marbadás;300;Medio;1;Oleaje moderado;0;0;1;0;1;0;1;1;1;1;1
-829.670.000.031.844;435.342.999.989.063;1664;Galicia;A Coruña;15036;Ferrol;1689;Esmelle;300;Alto;0;Oleaje fuerte / Ventosa;0;0;1;1;1;1;1;1;1;1;1
-825.789.999.980.441;43.461.799.999.252;1706;Galicia;A Coruña;15051;Mugardos;1733;Bestarruza;300;Bajo;1;Aguas tranquilas;0;0;1;0;0;0;1;0;1;1;1
-907.970.000.039.809;427.533.999.990.265;1709;Galicia;A Coruña;15053;Muros;1736;Fogareiro;300;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;1;0;0;1;1
-907.539.999.959.329;425.718.999.989.652;1730;Galicia;A Coruña;15073;Ribeira;1850;El Prado;300;Medio;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-906.080.000.018.243;425.776.999.991.784;1733;Galicia;A Coruña;15073;Ribeira;1853;As Furnas;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;1;0;0;0
-919.659.999.973.572;430.965.999.990.105;1745;Galicia;A Coruña;15052;Muxía;1767;Barreiros;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-893.980.000.005.654;427.670.999.988.542;1794;Galicia;A Coruña;15071;Porto do Son;1824;Ornanda;300;Alto;0;Aguas tranquilas;0;0;1;0;1;1;1;0;0;1;1
-906.650.000.020.468;425.983.999.992.775;1818;Galicia;A Coruña;15073;Ribeira;1848;Espiñeirido;300;Bajo;1;Oleaje fuerte / Ventosa;0;0,5;0;0;0;0;1;0;0;0;0
-898.469.999.972.759;425.474.999.988.245;1841;Galicia;A Coruña;15073;Ribeira;1869;Gavoteira de Fontan;300;Medio;1;Aguas tranquilas;1;0;0;0;0;0;1;1;1;1;0
-884.449.999.981.038;422.600.999.991.751;1927;Galicia;Pontevedra;36008;Cangas;1966;Viñó;300;Medio;0;Oleaje moderado / Ventosa;0;0;1;0;0;0;1;0;0;0;0
-885.749.999.998.723;425.642.999.988.684;1972;Galicia;Pontevedra;36901;A Illa de Arousa;2018;Cabodeiro;300;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;1;1;0;0;0
-885.749.999.998.723;425.667.999.992.127;1973;Galicia;Pontevedra;36901;A Illa de Arousa;2019;A Cruz;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;1;0;0;0
-887.139.999.978.937;425.530.999.990.971;1995;Galicia;Pontevedra;36901;A Illa de Arousa;2029;Poza do Sal;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-887.210.000.029.643;425.443.999.988.368;1997;Galicia;Pontevedra;36901;A Illa de Arousa;2031;Espiñeiro;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-882.710.000.016.793;424.787.999.987.727;2010;Galicia;Pontevedra;36006;Cambados;2044;Seiñas;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-882.610.000.008.523;424.753.999.988.351;2011;Galicia;Pontevedra;36006;Cambados;2045;A Fontiña;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-886.309.999.955.207;424.095.999.989.182;2023;Galicia;Pontevedra;36051;Sanxenxo;2097;Pragueira;300;Alto;0;Oleaje moderado;1;0;1;1;1;1;1;1;1;0;1
-88.446.000.002.678;424.973.999.987.696;2037;Galicia;Pontevedra;36022;O Grove;2057;Playa de Mourisca;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-887.909.999.997.706;424.975.999.991.253;2039;Galicia;Pontevedra;36022;O Grove;2059;Conroibo;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-888.969.999.995.542;424.842.999.990.764;2044;Galicia;Pontevedra;36022;O Grove;2064;Moreira;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-88.740.000.000.044;424.301.999.993.766;2067;Galicia;Pontevedra;36051;Sanxenxo;2091;Areagorda;300;Alto;0;Oleaje moderado / Ventosa;1;0;1;1;1;1;1;0;1;0;1
-875.529.999.961.959;424.027.999.988.259;2086;Galicia;Pontevedra;36041;Poio;2116;Xiorto;300;Alto;1;Aguas tranquilas;1;0;0;0;1;1;1;1;0;0;1
-86.608.000.003.379;423.133.999.991.906;2109;Galicia;Pontevedra;36058;Vilaboa;2191;Pousada;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-875.139.999.974.618;423.491.999.993.659;2113;Galicia;Pontevedra;36026;Marín;2137;O Santo;300;Bajo;1;Oleaje moderado;1;0;1;1;0;0;1;0;1;0;1
-877.430.000.029.267;423.313.999.993.619;2121;Galicia;Pontevedra;36004;Bueu;2145;Loureiro;300;Alto;0;Oleaje moderado / Ventosa;1;0;0;0;0;0;1;0;0;1;1
-880.009.999.973.151;423.322.999.989.015;2128;Galicia;Pontevedra;36004;Bueu;2152;Beluso;300;Alto;1;Aguas tranquilas;1;0;0;0;0;0;1;1;0;1;1
-882.169.999.972.134;423.370.999.989.617;2132;Galicia;Pontevedra;36004;Bueu;2156;Mourisca;300;Medio;0;Oleaje moderado / Ventosa;1;0;1;0;0;0;1;1;1;1;1
-892.530.000.020.477;423.899.999.991.629;2140;Galicia;Pontevedra;36004;Bueu;2164;Melide;300;Bajo;0;Oleaje moderado;1;1;1;0;0;0;1;0;0;0;0
-882.519.999.956.165;419.130.999.993.558;2158;Galicia;Pontevedra;36048;O Rosal;2246;Río Tamuxe;300;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;1;1;0;0;0
-880.020.000.018.897;42.200.199.999.039;2185;Galicia;Pontevedra;36057;Vigo;2214;Toralla;300;Medio;1;Aguas tranquilas;1;0;1;0;0;0;1;1;0;0;0
-879.750.000.041.481;421.935.999.991.503;2186;Galicia;Pontevedra;36057;Vigo;2215;Canido;300;Alto;1;Oleaje moderado;1;0;0;1;1;1;1;1;1;0;1
-890.020.000.037.466;422.301.999.988.422;2193;Galicia;Pontevedra;36057;Vigo;2222;Figueiras;300;Medio;0;Aguas tranquilas;0;1;1;0;1;0;0;0;0;0;0
-885.429.999.972.259;418.846.999.987.786;2207;Galicia;Pontevedra;36023;A Guarda;2245;O Codesal;300;Medio;1;Aguas tranquilas;0;0;1;0;0;0;1;1;0;0;0
136.610.000.024.533;38.853.299.998.993;2225;Illes Balears;Illes Balears;7048;Sant Josep de sa Talaia;2281;Pont de Baix;300;Medio;0;Oleaje moderado;0;0;0;0;0;0;0;0;0; ;0
158.920.000.028.143;390.597.999.993.184;2240;Illes Balears;Illes Balears;7054;Santa Eulalia del Río;2311;Cala de S'Aigua Blanca;300;Medio;0;Aguas tranquilas;0;1;0;0;0;1;0;0;0; ;0
153.110.000.041.698;389.784.999.992.987;2289;Illes Balears;Illes Balears;7054;Santa Eulalia del Río;2296;Santa Eulària;300;Alto;1;Oleaje moderado;0;0;0;1;1;1;1;1;1;1;1
428.710.000.018.108;399.164.999.991.048;2424;Illes Balears;Illes Balears;7032;Maó;2575;Cala Mesquida;300;Medio;0;Aguas tranquilas;1;1;1;0;1;0;1;1;0;0;0
34.417.999.998.896;39.657.399.999.356;2489;Illes Balears;Illes Balears;7014;Capdepera;2471;Canyamel;300;Alto;1;Oleaje moderado;1;0;1;0;1;1;1;0;1; ;1
34.338.999.996.854;397.441.999.989.032;2493;Illes Balears;Illes Balears;7014;Capdepera;2475;Cala Mesquida;300;Alto;0;Oleaje fuerte;0;0,5;1;0;1;1;1;0;0; ;0
321.199.999.974.851;397.411.999.990.295;2544;Illes Balears;Illes Balears;7055;Santa Margalida;2536;Son Real;300;Bajo;0;Oleaje moderado;1;1;1;0;0;0;1;0;0;0;0
405.300.000.013.352;400.514.999.992.338;2561;Illes Balears;Illes Balears;7037;Es Mercadal;2557;Binimel-La;300;Medio;0;Aguas tranquilas;0;0;0;0;0;0;0;1;0;0;0
-241.050.000.038.459;433.213.999.992.634;2583;País Vasco/Euskadi;Gipuzkoa;20056;Mutriku;2604;Saturrarán;300;Medio;0;Oleaje fuerte / Ventosa;1;0;1;0;1;1;1;1;1;1;1
-148.149.999.990.804;374.527.999.991.309;2591;"Murcia; Región de";Murcia;30003;Águilas;2660;Rafal;300;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;1;0;0;0
-268.039.999.979.975;433.840.999.988.671;2612;País Vasco/Euskadi;Bizkaia;48041;Gautegiz Arteaga;2619;Kanalape;300;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;1
-250.060.000.020.068;433.627.999.988.075;2620;País Vasco/Euskadi;Bizkaia;48057;Lekeitio;2627;Isuntza;300;Alto;1;Aguas tranquilas;1;0;0;0;1;1;1;0;1;1;1
-146.869.999.974.773;374.727.999.993.221;2655;"Murcia; Región de";Murcia;30003;Águilas;2667;La Galera;300;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;1;0;0;0
-0.739699999642612;377.355.999.991.897;2672;"Murcia; Región de";Murcia;30035;San Javier;2684;Mistral;300;Medio / Bajo;0;Aguas tranquilas;1;0;0;0;1;1;1;1;1;1;0
-0.733000000435951;376.688.999.987.594;2686;"Murcia; Región de";Murcia;30035;San Javier;2703;Playa de la Isla;300;Medio;0;Aguas tranquilas;0;0;0;0;0;0;1;0;0;1;0
-0.803100000394558;377.963.999.987.506;2688;"Murcia; Región de";Murcia;30035;San Javier;2705;Barnuevo;300;Alto;1;Aguas tranquilas;1;0;1;0;1;1;1;1;1;1;0
-144.139.999.973.568;374.975.999.990.384;2697;"Murcia; Región de";Murcia;30024;Lorca;2716;Playa Baja Mar;300;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-0.768100000194817;375.970.999.991.767;2760;"Murcia; Región de";Murcia;30016;Cartagena;2779;Parreño;300;Bajo;0;Oleaje moderado;1;0;1;0;1;1;1;1;0;0;0
-0.748399999913002;375.986.999.991.678;2763;"Murcia; Región de";Murcia;30016;Cartagena;2782;Las Cañas;300;Bajo;0;Oleaje moderado;0;0;1;0;1;1;1;1;0;0;0
-0.729699999713885;376.035.999.989.263;2764;"Murcia; Región de";Murcia;30016;Cartagena;2783;Calblanque;300;Bajo;0;Oleaje moderado;0;0;1;0;1;1;1;1;0;0;0
-0.709400000280728;376.204.999.992.636;2769;"Murcia; Región de";Murcia;30016;Cartagena;2788;El Descargador;300;Bajo;0;Oleaje moderado;0;0;0;0;0;0;1;1;0;0;0
-155.503.000.001.559;277.670.999.994.669;2876;Canarias;Las Palmas;35019;San Bartolomé de Tirajana;2911;Las Burras;300;Alto;1;Ventosa / Oleaje moderado;0;0;0;0;0;1;1;0;0;1;1
-138.378.000.000.075;287.071.999.990.756;2945;Canarias;Las Palmas;35014;La Oliva;2978;El Caserón;300;Alto;0;Ventosa / Oleaje moderado;0;1;0;0;1;1;1;1;1;1;1
