X;Y;OBJECTID;Comunidad_;Provincia;Codigo_in;Termino_M;Identifica;Nombre;Longitud;Grado_ocup;Paseo_mar;Condicione;Zona_fonde;Nudismo;Vegetacio;Bandera_az;Auxilio_y_;Señalizac;Autobus;Aparcamien;Aseos;Lavapies;Duchas
-272.920.000.024.253;434.255.999.988.346;2610;País Vasco/Euskadi;Bizkaia;48017;Bermeo;2617;Aritxatxu;75;Alto;0;Oleaje fuerte;0;0;0;0;1;1;1;0;1;1;1
-147.259.999.962.114;374.677.999.992.342;2653;"Murcia; Región de";Murcia;30003;Águilas;2665;Pozo de Huertas;75;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;1;0;0;0
-146.219.999.965.932;374.832.999.994.056;2693;"Murcia; Región de";Murcia;30024;Lorca;2710;Cala Blanca;75;Medio;0;Oleaje moderado;0;0;1;0;0;0;0;1;0;0;0
-156.738.999.995.985;281.610.999.995.059;2838;Canarias;Las Palmas;35009;Gáldar;2867;Punta del Clavo;75;Medio;0;Oleaje fuerte;0;0;0;0;0;1;1;0;0;0;0
-155.804.000.003.996;281.439.999.991.642;2861;Canarias;Las Palmas;35013;Moya;2895;Charco San Lorenzo;75;Alto;1;Oleaje fuerte;0;0;0;0;1;1;1;1;1;1;1
-156.560.000.003.639;27.756.599.998.948;2887;Canarias;Las Palmas;35019;San Bartolomé de Tirajana;2922;Los Bigotes;75;Medio;0;Oleaje moderado;0;1;0;0;0;0;1;0;0;0;0
-140.173.999.995.901;287.012.999.988.519;2932;Canarias;Las Palmas;35014;La Oliva;2963;El Islote;75;Bajo;0;Ventosa / Aguas tranquilas;0;1;0;0;0;0;1;0;0;0;0
-134.311.999.996.172;292.095.999.990.028;3002;Canarias;Las Palmas;35010;Haría;3024;El Banquito;75;Bajo;0;Ventosa / Oleaje moderado;0;1;1;0;0;0;1;1;0;0;0
-134.457.999.999.263;291.450.999.988.233;3009;Canarias;Las Palmas;35010;Haría;3031;Las Sebas;75;Medio;1;Aguas tranquilas;1;0;0;0;0;0;1;1;0;0;0
-136.444.999.997.411;289.195.999.994.203;3042;Canarias;Las Palmas;35028;Tías;3074;El Barranquillo;75;Medio;1;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;0
-875.179.999.977.928;423.457.999.988.768;3150;Galicia;Pontevedra;36026;Marín;103638;A Coviña;75;Medio;0;Oleaje moderado;0;0;1;1;0;0;1;0;0;0;0
-868.300.000.037.734;424.067.999.990.317;3159;Galicia;Pontevedra;36038;Pontevedra;103647;O Cabo;75;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;0;1;0;0;0
-37.050.000.000.981;367.337.999.987.512;3296;Andalucía;Granada;18017;Almuñécar;201801;El Rincón de La China;75;Alto;1;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;1
-725.019.999.955.629;435.700.999.988.568;3314;Galicia;Lugo;27019;Foz;202705;Tupide;75;Medio;1;Aguas tranquilas;0;0;1;0;1;1;1;1;1;1;1
-728.869.999.959.635;43.591.499.999.023;3315;Galicia;Lugo;27019;Foz;202706;Sarrido;75;Bajo;0;Oleaje moderado;1;0;1;0;0;0;1;0;0;0;0
-887.119.999.977.282;424.374.999.989.906;3368;Galicia;Pontevedra;36051;Sanxenxo;203601;Espiñeira;75;Alto;0;Oleaje fuerte / Ventosa;1;0;1;1;1;1;1;0;1;0;1
259.040.000.044.111;395.358.999.990.542;3418;Illes Balears;Illes Balears;7011;Calvià;390702;Cala Comtessa;75;Alto;1;Aguas tranquilas;1;0;1;0;1;1;1;1;1; ;1
318.409.999.968.682;418.881.999.989.959;1030;Cataluña/Catalunya;Girona;17117;Palafrugell;1047;D'en Calau;77;Alto;1;Oleaje moderado;1;0;0;0;1;1;0;0;1;1;1
-889.090.000.005.467;424.937.999.988.995;47;Galicia;Pontevedra;36022;O Grove;403601;Virxe das Mareas;80;Bajo;0;Oleaje moderado;0;0;0;0;0;0;0;0;0;0;0
-368.110.000.036.724;434.776.999.990.075;309;Cantabria;Cantabria;39061;Ribamontán al Mar;828;Arenilla;80;Bajo;0;Ventosa;0;0;0;0;1;0;1;0;0;0;0
-38.751.000.002.424;367.448.999.987.514;444;Andalucía;Málaga;29075;Nerja;337;Calahonda;80;Medio;1;Aguas tranquilas;1;0;1;0;1;1;1;0;0;1;1
-579.429.999.996.887;436.292.999.989.803;562;"Asturias; Principado de";Asturias;33025;Gozón;449;Moniello;80;Medio;0;Oleaje moderado;0;0;1;0;0;0;0;1;0;0;1
-583.540.000.022.396;43.643.699.998.925;568;"Asturias; Principado de";Asturias;33025;Gozón;455;Viodo;80;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-498.210.000.016.916;434.577.999.987.723;580;"Asturias; Principado de";Asturias;33056;Ribadesella;403303;Guadamía;80;Medio;0;Oleaje fuerte;0;0;1;0;0;1;0;0;0;0;0
-498.159.999.967.864;434.549.999.988.563;581;"Asturias; Principado de";Asturias;33036;Llanes;467;Guadamía;80;Medio;0;Oleaje fuerte;0;0;1;0;0;1;0;0;0;0;0
-478.679.999.973.733;434.304.999.991.155;584;"Asturias; Principado de";Asturias;33036;Llanes;470;La Almenada;80;Medio;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-166.632.999.996.806;280.086.999.992.702;753;Canarias;Santa Cruz de Tenerife;38006;Arona;648;Los Enojados;80;Bajo;0;Aguas tranquilas;0;1;1;0;0;0;1;1;0;0;0
-168.600.000.002.282;283.755.999.995.786;757;Canarias;Santa Cruz de Tenerife;38010;Buenavista del Norte;652;Los Barqueros;80;Bajo;0;Oleaje fuerte;1;0;0;0;0;0;1;1;1;0;0
-165.216.000.000.885;280.581.999.989.368;780;Canarias;Santa Cruz de Tenerife;38017;Granadilla de Abona;681;La Pelada;80;Medio;0;Oleaje moderado / Ventosa;0;1;1;0;0;0;1;1;0; ;0
-163.331.000.002.191;285.706.999.992.439;801;Canarias;Santa Cruz de Tenerife;38023;San Cristóbal de La Laguna;699;Arenisco;80;Medio;1;Oleaje moderado;0;0;0;0;0;0;1;1;1; ;0
-16.235.999.999.824;284.863.999.990.091;824;Canarias;Santa Cruz de Tenerife;38038;Santa Cruz de Tenerife;723;Valleseco;80;Medio;1;Aguas tranquilas;1;0;0;0;0;0;1;1;0; ;0
-161.349.999.995.556;285.787.999.994.909;832;Canarias;Santa Cruz de Tenerife;38038;Santa Cruz de Tenerife;732;Casas Blancas;80;Bajo;0;Oleaje fuerte;0;0;0;0;0;0;1;0;0;0;0
32.296.000.003.058;419.602.999.991.853;854;Cataluña/Catalunya;Girona;17013;Begur;960;Sa Tuna;80;Alto;1;Aguas tranquilas;1;0;1;0;0;1;0;1;0;1;1
-316.910.000.024.286;433.545.999.991.921;901;Cantabria;Cantabria;39020;Castro-Urdiales;802;Berrón;80;Bajo;0;Oleaje fuerte;0;0;0;0;0;0;1;0;0;0;0
186.650.000.030.861;412.398.999.991.038;933;Cataluña/Catalunya;Barcelona;8270;Sitges;942;Vallcarca;80;Alto;0;Aguas tranquilas;0;0;0;0;0;0;1;1;0; ;0
328.659.999.963.013;422.938.999.991.318;955;Cataluña/Catalunya;Girona;17032;Cadaqués;978;Portlligat;80;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;1;1;0;0;0
286.430.000.018.709;416.994.999.993.204;1023;Cataluña/Catalunya;Girona;17095;Lloret de Mar;1040;Caleta d'en Trons;80;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;0;0;0;0
296.629.999.963.989;417.477.999.993.931;1038;Cataluña/Catalunya;Girona;17202;Tossa de Mar;1105;Cala Salions;80;Alto;0;Oleaje moderado;1;0;1;0;0;1;1;0;0; ;1
116.760.000.044.712;410.565.999.993.958;1169;Cataluña/Catalunya;Tarragona;43905;Salou;1193;Cala Crancs;80;Medio;0;Aguas tranquilas;1;0;1;0;1;1;1;1;1;0;1
-528.260.000.031.846;358.949.999.991.388;1205;Ceuta;Ceuta;51001;Ceuta;1231;El Desnarigado;80;Alto;0;Aguas tranquilas;0;0;1;0;0;0;0;1;0; ;0
0.029100000160936;386.282.999.991.853;1269;Comunitat Valenciana;Alicante/Alacant;3047;Calp;1279;Cala Gasparet;80;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;1;0;0;0;0
0.080200000344756;386.560.999.990.811;1293;Comunitat Valenciana;Alicante/Alacant;3047;Calp;1290;Cala del Mallorquí;80;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-0.311599999719855;384.774.999.989.843;1320;Comunitat Valenciana;Alicante/Alacant;3050;El Campello;1317;Cala les Palmeretes;80;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;1;0;0;0
0.35229999994189;403.088.999.993.194;1424;Comunitat Valenciana;Castellón/Castelló;12089;Peníscola/Peñíscola;1459;Del Russo;80;Medio;0;Oleaje moderado;0;0;1;0;0;0;0;1;1;0;0
0.511499999633859;405.148.999.990.976;1441;Comunitat Valenciana;Castellón/Castelló;12138;Vinaròs;1485;Cala Sol de Riu;80;Bajo;0;Oleaje moderado;0;1;1;0;0;0;0;1;0;0;0
-8.901.500.000.033;426.376.999.991.234;1480;Galicia;A Coruña;15011;Boiro;1587;Agramuiña;80;Medio;0;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;0
-840.350.000.016.822;433.754.999.989.144;1577;Galicia;A Coruña;15030;A Coruña;1542;Matadero;80;Alto;1;Oleaje moderado;0;0;0;1;1;1;1;1;1;1;1
-806.890.000.034.274;436.468.999.990.923;1633;Galicia;A Coruña;15022;Cedeira;1668;Burbujas;80;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;1;0;0;0;0
-882.659.999.967.744;425.356.999.993.293;1662;Galicia;Pontevedra;36061;Vilanova de Arousa;2009;Porqueira;80;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-903.339.999.971.292;432.082.999.987.891;1683;Galicia;A Coruña;15040;Laxe;1710;Arnado;80;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;1;0;0;0
-82.162.999.999.571;433.730.999.988.298;1701;Galicia;A Coruña;15048;Miño;1728;Marín;80;Bajo;0;Aguas tranquilas / Oleaje moderado;0;1;1;0;0;0;1;1;0;0;0
-834.340.000.013.837;43.391.299.998.899;1755;Galicia;A Coruña;15058;Oleiros;1781;Canaval;80;Medio;0;Aguas tranquilas / Oleaje moderado;0;1;1;0;0;0;1;0;0;0;1
-902.869.999.977.336;426.852.999.989.927;1792;Galicia;A Coruña;15071;Porto do Son;1822;Rio Maior;80;Medio;0;Oleaje fuerte;0;0;1;0;0;0;1;0;0;0;0
-894.240.000.027.158;427.645.999.989.248;1795;Galicia;A Coruña;15071;Porto do Son;1825;Gafa;80;Alto;0;Oleaje moderado;0;0;0;0;0;0;1;0;0;0;0
-880.859.999.998.536;426.420.999.990.114;1812;Galicia;A Coruña;15072;Rianxo;1842;Tronco;80;Medio;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-898.409.999.967.795;42.543.699.999.034;1839;Galicia;A Coruña;15073;Ribeira;1867;Área Secada;80;Medio;0;Aguas tranquilas;0;0;1;0;0;0;1;1;0;1;0
-896.289.999.972.125;425.725.999.993.724;1845;Galicia;A Coruña;15073;Ribeira;1873;Insuela;80;Medio;0;Aguas tranquilas;1;0;1;0;0;0;1;1;0;0;0
-826.510.000.039.988;433.803.999.990.039;1855;Galicia;A Coruña;15075;Sada;1883;Lourido;80;Bajo;0;Aguas tranquilas;1;0;0;0;0;0;1;0;0;0;0
-747.349.999.960.897;437.192.999.987.509;1907;Galicia;Lugo;27025;Xove;1944;Morás;80;Medio;0;Aguas tranquilas;1;0;1;0;0;0;0;0;1;1;1
-868.479.999.962.789;424.279.999.988.395;1985;Galicia;Pontevedra;36041;Poio;2129;Campelo;80;Medio;1;Aguas tranquilas;1;0;0;0;0;0;1;1;0;0;1
-881.309.999.990.837;424.984.999.991.022;2008;Galicia;Pontevedra;36006;Cambados;2042;Espiñeiro;80;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-880.370.000.002.925;424.004.999.992.133;2076;Galicia;Pontevedra;36051;Sanxenxo;2106;Panadeira;80;Alto;0;Aguas tranquilas;1;0;0;1;0;0;1;0;1;0;1
-875.929.999.995.039;423.972.999.988.983;2084;Galicia;Pontevedra;36051;Sanxenxo;2114;Pampaído;80;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;1;0;0;0;1
-875.030.000.010.436;424.031.999.991.791;2088;Galicia;Pontevedra;36041;Poio;2118;Sinás;80;Medio;1;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;1
-868.390.000.000.261;42.283.699.999.313;2108;Galicia;Pontevedra;36029;Moaña;2190;O Porto;80;Medio;0;Aguas tranquilas;1;0;0;0;0;0;1;1;0;0;1
12.958.999.998.293;389.682.999.990.512;2163;Illes Balears;Illes Balears;7048;Sant Josep de sa Talaia;2251;Pinet;80;Alto;0;Aguas tranquilas;1;0;1;0;0;0;1;1;1; ;1
123.100.000.030.077;389.727.999.991.194;2168;Illes Balears;Illes Balears;7048;Sant Josep de sa Talaia;2256;Cala Roig;80;Bajo;0;Aguas tranquilas;1;0;0;0;0;0;0;0;0;0;0
121.920.000.022.316;38.951.299.999.079;2209;Illes Balears;Illes Balears;7048;Sant Josep de sa Talaia;2259;Cala Codolá;80;Medio;0;Aguas tranquilas;1;0;0;0;0;0;0;1;1; ;0
315.950.000.034.723;39.955.399.999.178;2220;Illes Balears;Illes Balears;7042;Pollença;2545;Cala Boquer;80;Bajo;0;Oleaje moderado;1;1;1;0;0;0;0;0;0;0;0
130.349.999.955.954;388.703.999.987.525;2279;Illes Balears;Illes Balears;7048;Sant Josep de sa Talaia;2276;Cala de Porroig;80;Medio;0;Aguas tranquilas;1;0;1;0;0;0;1;0;0; ;0
383.749.999.982.762;399.264.999.990.298;2316;Illes Balears;Illes Balears;7015;Ciutadella de Menorca;2335;Cala'n Bosch;80;Alto;0;Aguas tranquilas;1;0;1;0;1;1;1;1;1;1;1
148.530.000.022.233;391.012.999.991.451;2344;Illes Balears;Illes Balears;7050;Sant Joan de Labritja;2363;Caló d'Es Porcs;80;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
238.839.999.990.428;395.337.999.993.941;2379;Illes Balears;Illes Balears;7005;Andratx;2412;Cala Llamp;80;Bajo;0;Oleaje moderado;1;0;1;0;1;1;0;1;1; ;1
294.219.999.989.248;391.481.999.989.145;2395;Illes Balears;Illes Balears;7040;Palma de Mallorca;2430;Cala Ganduf;80;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;0;0;0;0;0
331.389.999.964.222;395.203.999.990.214;2430;Illes Balears;Illes Balears;7033;Manacor;2512;Cala Mandia;80;Alto;0;Oleaje moderado;1;0;1;0;1;1;1;1;1; ;1
-0.689900000015459;37.633.399.999.184;2438;"Murcia; Región de";Murcia;30016;Cartagena;2797;Cala Fría;80;Medio;1;Oleaje moderado / Oleaje fuerte;0;0;1;0;1;1;1;1;0;0;0
0.466799999979326;404.602.999.987.557;2469;Comunitat Valenciana;Castellón/Castelló;12138;Vinaròs;101214;Cala dels Pinets;80;Medio;0;Oleaje moderado;0;0;0;0;0;1;1;1;0; ;0
0.504299999936683;405.042.999.988.539;2473;Comunitat Valenciana;Castellón/Castelló;12138;Vinaròs;101218;Playa de les Cales;80;Medio;0;Oleaje moderado;0;0;0;0;0;0;1;1;0; ;0
341.380.000.026.879;397.519.999.988.125;2495;Illes Balears;Illes Balears;7006;Artà;2477;Cala Mitjana;80;Medio;0;Oleaje moderado;0;1;1;0;0;0;1;0;0; ;0
340.400.000.035.661;397.591.999.989.219;2533;Illes Balears;Illes Balears;7006;Artà;2525;Cala es Matzoc;80;Bajo;0;Oleaje fuerte;0;1;0;0;0;0;1;1;0;0;0
332.500.000.011.107;397.577.999.987.824;2538;Illes Balears;Illes Balears;7006;Artà;2530;Caló d'En Sureda;80;Bajo;0;Oleaje moderado;1;0;1;0;0;0;1;1;0; ;0
247.159.999.959.887;396.584.999.988.006;2556;Illes Balears;Illes Balears;7021;Estellencs;2552;Cala Estellencs;80;Bajo;0;Oleaje moderado;0;0;0;0;0;0;0;1;1;0;0
-238.120.000.020.714;433.124.999.990.965;2581;País Vasco/Euskadi;Gipuzkoa;20056;Mutriku;2602;Burumendi;80;Medio;0;Oleaje fuerte / Ventosa;0;0,5;1;0;0;0;1;1;0;0;0
-295.949.999.997.581;434.131.999.990.973;2590;País Vasco/Euskadi;Bizkaia;48014;Barrika;2611;Muriola;80;Medio;0;Oleaje moderado;0;1;0;0;1;0;1;1;0; ;1
-134.359.999.973.193;375.556.999.993.478;2714;"Murcia; Región de";Murcia;30026;Mazarrón;2733;Barranco Ancho;80;Bajo;0;Oleaje moderado;0;1;1;0;0;0;0;0;0;0;0
-11.022.999.999.872;375.686.999.989.887;2750;"Murcia; Región de";Murcia;30016;Cartagena;2769;Cala Aguilar;80;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-0.726799999923177;376.048.999.987.658;2765;"Murcia; Región de";Murcia;30016;Cartagena;2784;Cala Arturo;80;Bajo;0;Oleaje moderado;0;0;1;0;1;1;1;1;0;0;0
-156.960.000.000.788;281.515.999.994.195;2830;Canarias;Las Palmas;35009;Gáldar;2859;Sardina;80;Alto;0;Ventosa / Oleaje moderado;1;0;0;1;1;1;1;1;1;1;1
-156.988.999.998.696;281.538.999.990.406;2831;Canarias;Las Palmas;35009;Gáldar;2860;El Muelle;80;Bajo;0;Ventosa / Oleaje moderado;1;0;0;0;0;0;1;1;1;0;0
-153.775.999.997.966;280.096.999.993.659;2918;Canarias;Las Palmas;35026;Telde;2949;Chica;80;Bajo;0;Oleaje fuerte / Ventosa;0;0;0;0;0;1;1;0;0;0;0
-135.684.999.997.437;291.201.999.993.209;2963;Canarias;Las Palmas;35024;Teguise;3043;Bajo Raso;80;Medio;1;Ventosa / Oleaje moderado;0;1;0;0;0;0;1;1;0;0;0
-867.929.999.962.218;422.864.999.987.338;3070;Galicia;Pontevedra;36029;Moaña;103617;Sobreira;80;Medio;1;Aguas tranquilas;1;0;0;0;0;0;1;1;0;0;1
-86.773.999.999.142;422.903.999.988.261;3071;Galicia;Pontevedra;36029;Moaña;103618;Do Almacén;80;Medio;1;Aguas tranquilas;1;0;0;0;0;0;1;1;0;0;0
-138.465.000.002.779;288.607.999.989.599;3077;Canarias;Las Palmas;35034;Yaiza;3104;La Mulata;80;Alto;1;Aguas tranquilas;0;1;0;0;0;0;1;1;0;0;0
-882.380.000.034.416;42.125.399.998.994;3088;Galicia;Pontevedra;36035;Nigrán;103670;Do Cabalo;80;Bajo;0;Oleaje moderado / Ventosa;0;0;1;0;0;0;1;0;0;0;0
-685.199.999.986.066;435.624.999.990.386;3121;"Asturias; Principado de";Asturias;33023;El Franco;103310;Monellos;80;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
-867.069.999.980.921;422.909.999.992.872;3130;Galicia;Pontevedra;36029;Moaña;103621;Do Mouro;80;Medio;0;Aguas tranquilas;1;0;0;0;0;0;1;0;0;0;0
-872.779.999.959.096;423.784.999.987.746;3149;Galicia;Pontevedra;36026;Marín;103637;Os Namorados;80;Medio;0;Aguas tranquilas;0;1;1;0;0;0;0;0;0;0;0
-857.149.999.968.967;42.343.099.998.759;3160;Galicia;Pontevedra;36053;Soutomaior;103648;Comboa;80;Bajo;1;Aguas tranquilas;0;0;1;0;0;0;1;1;0;0;1
-877.689.999.960.938;422.192.999.993.221;3172;Galicia;Pontevedra;36057;Vigo;103662;Espedrigada;80;Medio;1;Oleaje moderado / Oleaje fuerte;0;0;1;0;1;1;1;1;1;0;1
-13.463.999.999.635;291.154.999.990.873;3343;Canarias;Las Palmas;35010;Haría;203513;Playa Marina;80;Bajo;0;Aguas tranquilas;0;1;0;0;0;0;1;0;0;0;0
-426.499.999.970.074;433.915.999.987.543;3484;Cantabria;Cantabria;39068;Ruiloba;303903;Ensenada de Fonfría;80;Bajo;1;Oleaje moderado / Ventosa;0;0;1;0;0;0; ;1;0;0;1
0.139399999851029;386.867.999.993.458;3486;Comunitat Valenciana;Alicante/Alacant;3128;Teulada;350301;Cala Portitxol;80;Bajo;0;Oleaje moderado;0;0;1;0;0;0;0;0;0;0;0
314.320.000.034.661;418.545.999.990.205;3546;Cataluña/Catalunya;Girona;17118;Palamós;351701;Sa Tamardia;80;Medio;0;Oleaje moderado;1;0;1;0;0;0;1;1;0;0;0
180.970.000.010.253;412.343.999.988.699;929;Cataluña/Catalunya;Barcelona;8270;Sitges;936;La Fragata;85;Alto;0;Aguas tranquilas;1;0;0;0;1;1;1;1;1; ;1
-0.211099999941975;385.101.999.992.194;1378;Comunitat Valenciana;Alicante/Alacant;3139;Villajoyosa/La Vila Joiosa;1403;Estudiantes;85;Bajo;1;Oleaje moderado;0;0;0;0;1;1;1;1;0;0;0
-8.881.300.000.159;426.129.999.987.952;1523;Galicia;A Coruña;15011;Boiro;1593;Piñeirón;85;Medio;0;Aguas tranquilas;0;0;0;0;1;1;1;1;1;0;1
-922.649.999.996.284;429.411.999.992.033;1679;Galicia;A Coruña;15037;Fisterra;1706;Restrelo;85;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-819.109.999.966.957;436.076.999.988.909;1868;Galicia;A Coruña;15087;Valdoviño;1896;Cano Grande;85;Medio;0;Oleaje fuerte / Ventosa;0;0;1;0;0;0;1;1;1;0;0
144.700.000.019.882;387.327.999.990.119;2362;Illes Balears;Illes Balears;7024;Formentera;2393;Platja de ses Canyes;85;Medio;0;Aguas tranquilas;0;1;1;0;0;0;1;0;0; ;0
32.779.999.998.172;394.582.999.989.796;2479;Illes Balears;Illes Balears;7033;Manacor;2461;Cala Domingos;85;Alto;0;Aguas tranquilas;1;0;1;0;1;1;1;1;0; ;1
31.809.999.998.796;399.404.999.988.955;2550;Illes Balears;Illes Balears;7042;Pollença;2542;Cala Murta;85;Bajo;0;Oleaje moderado;1;1;1;0;0;0;0;0;0;0;0
-133.869.999.977.582;375.572.999.989.979;2716;"Murcia; Región de";Murcia;30026;Mazarrón;2735;La Grúa;85;Bajo;0;Oleaje moderado;0;1;1;0;0;0;0;0;0;0;0
-11.522.999.996.309;37.541.099.998.927;2745;"Murcia; Región de";Murcia;30016;Cartagena;2764;Cala Cerrada;85;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;0;0;0;0;0
-157.088.999.997.983;281.621.999.991.578;2834;Canarias;Las Palmas;35009;Gáldar;2863;Punta del Faro;85;Bajo;0;Oleaje fuerte / Ventosa;0;0;0;0;0;0;1;0;0;0;0
-156.842.999.995.604;281.698.999.992.892;2836;Canarias;Las Palmas;35009;Gáldar;2865;Punta Galdar;85;Alto;0;Oleaje fuerte / Ventosa;0;0;0;0;0;1;1;1;0;0;0
-137.746.000.001.704;290.620.999.990.906;3048;Canarias;Las Palmas;35029;Tinajo;3080;La Madera;85;Bajo;0;Oleaje fuerte / Ventosa;0;1;0;0;0;0;0;0;0;0;0
-888.509.999.957.495;420.508.999.989.664;3473;Galicia;Pontevedra;36036;Oia;303602;Mougás;85;Bajo;0;Oleaje fuerte;0;0;1;0;0;0;1;0;0;0;0
-887.689.999.979.508;420.028.999.987.669;3502;Galicia;Pontevedra;36036;Oia;403602;Do Porto;85;Bajo;0;Oleaje moderado / Ventosa;1;0;1;0;0;0;1;0;0;0;0
-157.455.000.001.304;278.072.999.992.862;2857;Canarias;Las Palmas;35012;Mogán;2888;Tiritaña;86;Bajo;0;Oleaje moderado;0;1;1;0;0;0;1;1;0;0;0
-86.940.000.003.888;4.225.759.999.917;3168;Galicia;Pontevedra;36057;Vigo;103657;Ríos de Fora;86;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;1;0;0;0;1
-157.398.999.996.672;278.016.999.990.865;2856;Canarias;Las Palmas;35012;Mogán;2887;Medio Almud;87;Medio;0;Oleaje moderado;0;1;0;0;0;0;1;1;0;0;0
-903.510.000.030.268;4.279.209.999.884;28;Galicia;A Coruña;15053;Muros;401501;O SAlto;89;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;0;0;0;0;0
-366.309.999.977.685;367.435.999.992.834;98;Andalucía;Granada;18017;Almuñécar;205;Tesorillo;90;Alto;1;Aguas tranquilas;1;0;1;0;1;1;1;1;0;0;1
-455.620.000.042.838;365.802.999.994.344;386;Andalucía;Málaga;29025;Benalmádena;257;La Viborilla;90;Medio;0;Oleaje moderado / Fondo rocoso;0;1;1;0;0;0;1;1;1;1;1
-168.280.999.998.357;281.982.999.991.765;798;Canarias;Santa Cruz de Tenerife;38019;Guía de Isora;687;Baja Larga;90;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;1;0;0;0;0
321.419.999.993.046;419.359.999.988.508;938;Cataluña/Catalunya;Girona;17013;Begur;957;Port d'Esclanyà;90;Bajo;0;Aguas tranquilas;1;0;1;0;0;0;0;0;0;0;0
324.399.999.970.016;422.495.999.991.259;1067;Cataluña/Catalunya;Girona;17152;Roses;1080;Cala de La Pelosa;90;Medio;0;Oleaje moderado;1;0;1;0;0;1;0;1;0; ;0
293.239.999.998.027;417.158.999.990.867;1077;Cataluña/Catalunya;Girona;17202;Tossa de Mar;1098;Es Codolar;90;Medio;0;Oleaje moderado;1;0;1;0;1;1;1;1;1; ;1
0.74870000038697;408.432.999.989.629;1110;Cataluña/Catalunya;Tarragona;43104;El Perelló;1136;Cala Moros;90;Bajo;0;Oleaje moderado;0;0;1;0;0;0;1;1;0;0;0
136.060.000.023.958;411.293.999.989.976;1180;Cataluña/Catalunya;Tarragona;43148;Tarragona;1204;Cala Jovera;90;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
0.308899999945727;402.666.999.987.708;1398;Comunitat Valenciana;Castellón/Castelló;12004;Alcalà de Xivert;1418;Ribamar;90;Bajo;0;Oleaje moderado;0;0;1;0;0;1;0;1;0;0;0
-856.879.999.991.554;433.117.999.990.763;1464;Galicia;A Coruña;15005;Arteixo;1582;Porto Chas;90;Bajo;0;Oleaje moderado;1;0;1;0;0;0;1;1;0;0;0
-831.659.999.971.847;434.705.999.993.754;1669;Galicia;A Coruña;15036;Ferrol;1694;Cariño;90;Medio;0;Aguas tranquilas;0;0;1;0;0;0;0;0;1;1;1
-892.530.000.020.477;427.990.999.990.627;1778;Galicia;A Coruña;15062;Outes;1804;Picouso;90;Bajo;0;Aguas tranquilas;0;0;1;0;0;0;1;0;0;0;0
-895.819.999.978.169;425.785.999.990.395;1847;Galicia;A Coruña;15073;Ribeira;1875;"	O Baluarte";90;Medio;0;Aguas tranquilas;0;0;0;0;0;0;1;1;0;1;1
-819.149.999.970.267;436.054.999.993.623;1869;Galicia;A Coruña;15087;Valdoviño;1897;Cortello;90;Bajo;0;Oleaje fuerte / Ventosa;0;0;1;0;0;0;1;1;0;0;0
-883.730.000.011.323;422.871.999.990.813;2100;Galicia;Pontevedra;36008;Cangas;2182;Pipín;90;Alto;0;Aguas tranquilas;0;0;1;0;0;0;1;1;0;0;0
-867.330.000.002.425;422.691.999.988.828;2173;Galicia;Pontevedra;36045;Redondela;2201;A Meda;90;Bajo;0;Aguas tranquilas;0;0;0;0;0;0;1;1;0;0;1
157.310.000.029.735;389.913.999.991.202;2232;Illes Balears;Illes Balears;7054;Santa Eulalia del Río;2303;Cala Gat;90;Bajo;0;Oleaje moderado;1;0;1;0;0;0;1;0;0;0;0
133.210.000.012.829;388.680.999.989.573;2282;Illes Balears;Illes Balears;7048;Sant Josep de sa Talaia;2279;Sa Caleta;90;Medio;0;Aguas tranquilas;0;0;1;0;0;0;0;1;0; ;0
